map,neighbor,p RAAS,RAAS,p AAS,AAS,p inv,Invasion,p tc,TC,p ins,Insurgency,p des,Destruction
Manic,3,0.07244998893498869,1.1424360983933324,0.016317422141348556,-0.3075639016066676,0.0013270948040213222,-0.8775639016066639,0.004186407179954381,-0.9375639016066677,0,0,0,0
LashkarValley,1,0.06614297277562702,0.4132047167597048,0.059518894717273445,0.4932047167597049,0.08822108258014752,0.5232047167597048,0.13321126110002154,-0.09679528324029515,0.171577186318085,-0.2567952832402952,0,0
Gorodok,4,0.014875250636675753,-0.5526329134283365,0.038127074401868084,2.1073670865716636,0.08401215528838035,2.1073670865716636,0,0,0.08299519747830307,-0.012632913428336931,0.11829352379012756,1.4373670865716641
BlackCoast,5,0.021489096189162206,1.461979413923879,0.03241148219781984,2.3819794139238724,0.03616886786028103,2.071979413923879,0,0,0,0,0,0
Tallil,1,0.0032486169437066737,-0.9967952832402951,0.05152314373221996,0.08320471675970506,0.052591259805065335,-0.0067952832402952,0.10489250984885497,-0.4067952832402951,0,0,0,0
Yehorivka,4,0.06381643086987059,2.3373670865716623,0.06762778037483608,3.5673670865716645,0.050782416596203465,0.647367086571663,0.1277170314150573,2.6273670865716623,0,0,0.38136987640841374,2.7073670865716633
Sumari,4,0.0029335945632569618,0.8473670865716665,0.0733689615357064,4.737367086571663,0.018678415063582497,1.99736708657168,0.05036371353895051,1.8973670865716714,0.16269513799248161,2.917367086571665,0,0
Logar,3,0.08818830343472213,3.532436098393333,0.02999659018530015,0.3524360983933339,0,0,0.13358418699586136,1.6724360983933326,0.11530121356139499,0.9524360983933327,0,0
Kokan,3,0.041376670734732515,0.7824360983933352,0.03738512124766822,0.3024360983933341,0.03499497570282456,-0.17756390160666788,0,0,0.10451001189547164,-0.31756390160666537,0,0
Chora,2,0.07232589591125048,1.2359944993142244,0.0243556390835286,-0.4740055006857753,0.03100263126839038,-0.4640055006857755,0,0,0.10334684731165927,-0.25400550068577554,0,0
Mestia,2,0.012657811165885107,-0.3640055006857754,0.07276491490698943,0.695994499314226,0.030456167786222527,-0.024005500685775755,0.03884795864161713,-0.25400550068577554,0,0,0,0
FoolsRoad,2,0.013277694615005957,-0.7340055006857757,0.03241713754877982,-0.23400550068577505,0.048293560763387734,0.23599449931422486,0,0,0,0,0.3756388802054411,0.49599449931422446
Narva,1,0.04865828548719127,0.45320471675970486,0.08012511661856563,0.5432047167597052,0.01609734300694683,-0.44679528324029505,0.12329815905375421,0.1032047167597053,0,0,0.10843306538932959,-0.9867952832402949
Fallujah,5,0.057827779646187016,9.031979413923874,0.02871351980116606,1.6219794139238728,0.009615812281692742,3.15197941392387,0,0,0.16226293787128315,5.611979413923869,0,0
Belaya,2,0.10539794654408532,2.875994499314225,0.02318993276618545,-0.4440055006857728,0.06804653428274864,1.0959944993142239,0,0,0,0,0,0
Anvil,2,0.013024405492209708,-0.4440055006857757,0.06107335132356781,0.35599449931422456,0.06228848831227171,0.24599449931422443,0,0,0,0,0,0
Mutaha,5,0.014248830252780198,6.431979413923871,0.0785848917680021,6.5519794139238705,0.05594148082605088,1.861979413923895,0.10834898160182471,2.381979413923875,0,0,0,0
Kamdesh,1,0.0018261462384637302,-0.9567952832402951,0.010591713079696734,-0.8367952832402954,0.06223963232599653,0.23320471675970453,0.008067381640769363,-0.7467952832402953,0.14821903768894581,-0.21679528324029504,0,0
AlBasrah,3,0.04118442285057832,1.842436098393342,0.04925029762973665,1.2824360983933358,0.07560526776368343,2.3624360983933315,0,0,0.016838929401279117,-0.5075639016066673,0,0
Kohat,2,0.009937936202329578,-0.6840055006857755,0.06539765193397168,0.4059944993142246,0.05862577141828087,-0.10400550068577538,0,0,0.10435050761106582,-0.5340055006857753,0,0
Skorpo,5,0.017831266494861626,0.611979413923879,0.07038732016562417,3.9019794139238786,0.037018871471921413,2.6219794139238726,0.13064915720975406,3.4719794139238713,0,0,0,0
GooseBay,2,0.10381883824970586,2.8159944993142245,0.04707136445243998,0.19599449931422727,0.07326728666843028,0.7159944993142244,0,0,0,0,0,0
Manic,3,0.032050586219042686,0.15243609839333236,0.032278588153034506,0.15243609839333236,0.07230627475400454,0.512436098393336,0.18000523107149236,2.502436098393332,0,0,0,0
LashkarValley,1,0.08848079057296884,1.4132047167597048,0.07149687854289606,0.3632047167597052,0.0556742296836133,0.04320471675970469,0.07065701720755715,-0.31679528324029493,0.05127651374460515,-0.7267952832402952,0,0
Gorodok,4,0.07824703147390226,4.917367086571664,0.056956728815609974,2.1073670865716636,0.056253185084886734,2.1073670865716636,0,0,0.031198862921813515,-0.4926329134283369,0.3049561112865154,3.0473670865716636
BlackCoast,5,0.09938083712100403,8.641979413923881,0.034363234256523316,1.8819794139238808,0.058042432189548944,2.5419794139238787,0,0,0,0,0,0
Tallil,1,0.02684849558436618,-0.4867952832402951,0.015499542519146661,-0.7167952832402952,0.030838277890194443,-0.4867952832402952,0.11594727365265785,0.08320471675970484,0,0,0,0
Yehorivka,4,0.030476431145470276,1.2273670865716622,0.004731503665860512,-0.6626329134283357,0.044713361455320996,1.2573670865716626,0.04023093938576113,1.647367086571665,0,0,0.1697807824732806,3.4673670865716684
Sumari,4,0.06509588471073949,3.817367086571668,0.06335174828921346,3.0873670865716623,0.08286465203117847,3.8673670865716696,0.025966969583544337,-0.012632913428337153,0.0463410737140105,1.6373670865716659,0,0
Logar,3,0.026289615932172317,0.27243609839333227,0.07579054856167755,2.092436098393332,0,0,0.1982646735762469,4.032436098393333,0.16966773671703037,3.212436098393333,0,0
Kokan,3,0.024376838123224123,-0.4475639016066676,0.0803783955997973,1.4724360983933351,0.07578696175885476,0.7624360983933325,0,0,0.02778353101082908,-0.4075639016066672,0,0
Chora,2,0.02196744098467019,-0.38400550068577555,0.0031317606599436136,-0.8540055006857755,0.0008264522210711838,-0.954005500685775,0,0,0.15242146984934993,0.9259944993142242,0,0
Mestia,2,0.05167551071974219,0.24599449931422443,0.017257141575197796,-0.40400550068577545,0.010868091636511645,-0.5440055006857754,0.059356707205362735,-0.2440055006857755,0,0,0,0
FoolsRoad,2,0.08877860104578378,1.2459944993142245,0.039496403442916994,-0.25400550068577554,0.08149654559629975,0.4759944993142242,0,0,0,0,0.087873207166376,1.0459944993142245
Narva,1,0.02030437957569806,-0.5967952832402952,0.020470715607247815,-0.5967952832402952,0.00753063680624808,-0.9067952832402951,0.05800369181799164,-0.43679528324029515,0,0,0.29418661505825144,-0.05679528324029512
Fallujah,5,0.04429129658480286,4.721979413923872,0.07002637049863264,5.441979413923869,0.07817327857832129,3.61197941392387,0,0,0.03276897405958961,2.8019794139238705,0,0
Belaya,2,0.00920363822881114,-0.8940055006857754,0.012625175009279082,-0.8640055006857754,0.07037877699336595,0.24599449931422443,0,0,0,0,0,0
Anvil,2,0.06197517351419942,1.1359944993142244,0.07792638275721782,1.1159944993142246,0.07484830536390939,0.7959944993142241,0,0,0,0,0,0
Mutaha,5,0.050435689492096585,4.4719794139238696,0.04176092029460704,3.2219794139238696,0.012305039628783281,1.4219794139238724,0.13927236878356258,2.351979413923871,0,0,0,0
Kamdesh,1,0.04646495235696035,-0.08679528324029515,0.038432821505344675,-0.1567952832402952,0.0009523043477462393,-0.9067952832402951,0.05705477748738551,-0.43679528324029515,0.2121613280173647,1.553204716759706,0,0
AlBasrah,3,0.048500449226391,1.0324360983933323,0.07087734411265265,1.572436098393333,0.06400184544375792,0.7224360983933322,0,0,0.020726161382105767,-0.017563901606667293,0,0
Kohat,2,0.0717752777934468,1.2459944993142245,0.041507854070005935,0.24599449931422443,0.0532882165114116,0.24599449931422443,0,0,0.19027596096088703,1.7459944993142296,0,0
Skorpo,5,0.013334561745368949,0.45197941392387064,0.07842539405387246,5.691979413923873,0.0898327261647547,4.49197941392387,0.08994483834255237,3.241979413923872,0,0,0,0
GooseBay,2,0.08900634314425018,0.7459944993142245,0.02122547409496473,-0.7540055006857755,0.06116267527182615,-0.18400550068577545,0,0,0,0,0,0
Manic,3,0.0033200137451244987,-0.8975639016066677,0.060774316411905914,1.162436098393334,0.05756037307045551,0.6024360983933323,0.15132742289075796,2.0724360983933323,0,0,0,0
LashkarValley,1,0.09145082736172097,0.8932047167597048,0.027602263829926855,-0.5867952832402952,0.001347918627510281,-0.9167952832402951,0.09730737595747742,-0.09679528324029515,0.0876146363039609,0.05320471675970481,0,0
Gorodok,4,0.02949641305354932,0.7473670865716628,0.0060090368170356515,-0.8626329134283368,0.06024515941118479,2.5773670865716634,0,0,0.06023912798487215,0.8373670865716631,0.09132703907518802,1.617367086571664
BlackCoast,5,0.05952931360326459,3.831979413923877,0.057295055600629086,3.111979413923873,0.05505057071390814,2.731979413923872,0,0,0,0,0,0
Tallil,1,0.014401164113910854,-0.5867952832402952,0.06570301400246716,0.28320471675970493,0.05713047805450804,0.05320471675970481,0.1106391895408397,0.05320471675970481,0,0,0,0
Yehorivka,4,0.0683266149440724,3.337367086571664,0.02993186320546392,0.637367086571663,0.004348991768392728,0.34736708657166315,0.012861984814278828,-0.18263291342833707,0,0,0.2646212307179213,0.7673670865716631
Sumari,4,0.02390060879482887,1.3473670865716665,0.07953359425711648,5.737367086571663,0.023052394416675805,1.9973670865716888,0.1716173190747683,4.887367086571672,0.06468222825726941,3.5473670865716667,0,0
Logar,3,0.016847980684668216,1.0824360983933325,0.04501106509392574,0.8024360983933339,0,0,0.00272037652877484,-0.7575639016066669,0.004939059139999253,-0.647563901606667,0,0
Kokan,3,0.033752417021611726,1.7824360983933412,0.054162360422536304,1.242436098393334,0.03623461799542219,-0.17756390160666788,0,0,0.15982032787028638,0.6824360983933346,0,0
Chora,2,0.032857022266148436,0.7659944993142245,0.05196290533034614,0.375994499314225,0.051976133263240513,0.035994499314224465,0,0,0.14628406449271975,-0.25400550068577554,0,0
Mestia,2,0.02945210390747664,0.6259944993142246,0.01789494216841405,-0.5140055006857747,0.10289716567739352,0.9759944993142242,0.1194931663994022,0.6459944993142244,0,0,0,0
FoolsRoad,2,0.010456769962964001,-0.6640055006857757,0.08179929999287683,0.7659944993142249,0.016087680212700142,-0.2540055006857751,0,0,0,0,0.19916867146112446,1.4159944993142244
Narva,1,0.016252766889755358,-0.5367952832402951,0.042517867843044004,-0.2167952832402946,0.010621244369563571,-0.416795283240295,0.16145622941544313,1.0832047167597052,0,0,0.16711544323656619,-0.49679528324029487
Fallujah,5,0.07977367077030856,9.031979413923874,0.07407172298740478,5.5819794139238725,0.10527470046163649,2.70197941392387,0,0,0.16569334124609358,7.591979413923871,0,0
Belaya,2,0.05559334708626158,1.395994499314225,0.00776437395312551,-0.4440055006857728,0.031665802866853485,1.0959944993142239,0,0,0,0,0,0
Anvil,2,0.06991876354699127,2.055994499314224,0.011704239595390242,-0.6440055006857754,0.05250032640139228,0.24599449931422443,0,0,0,0,0,0
Mutaha,5,0.053950065483798305,7.93197941392388,0.09004559531123531,7.551979413923872,0.02231261181968981,1.861979413923903,0.11676863133132905,2.381979413923875,0,0,0,0
Kamdesh,1,0.03442434461857214,0.07320471675970494,0.05717150572379046,0.16320471675970458,0.11083718747209541,0.7332047167597047,0.0776209356929915,-0.2567952832402953,0.13423258521912268,-0.7167952832402951,0,0
AlBasrah,3,0.046292170441633494,1.9124360983933488,0.024772406772840337,0.07243609839333562,0.04286061681272629,2.3624360983933315,0,0,0.09151522286513371,-0.13756390160666743,0,0
Kohat,2,0.06965195889452877,1.8159944993142314,0.0050108987349789065,-0.5940055006857754,0.025308222197203842,-0.10400550068577538,0,0,0.13131468386076167,-0.5340055006857753,0,0
Skorpo,5,0.005321054451764835,1.081979413923879,0.049189228577112415,3.9019794139238875,0.005469979435339292,2.6219794139238726,0.03667224823987086,3.961979413923879,0,0,0,0
GooseBay,2,0.0450925170338157,1.3159944993142245,0.010060085485173809,-0.7840055006857727,0.0772633719799885,1.9359944993142297,0,0,0,0,0,0
Manic,3,0.037849547493388015,0.15243609839333236,0.09006389129399056,3.002436098393334,0.015019404950561253,0.512436098393336,0.07434065987630309,1.022436098393332,0,0,0,0
LashkarValley,1,0.06784828216093111,1.4132047167597048,0.028669421059156444,-0.416795283240295,0.0235473245828807,-0.4567952832402953,0.15399497827445988,1.183204716759705,0.022370301671732935,-0.9267952832402949,0,0
Gorodok,4,0.046759771699353796,4.417367086571664,0.014934160910044908,0.6973670865716637,0.09127309378289855,2.1073670865716636,0,0,0.07914818537688054,-0.2826329134283372,0.4197239597612965,3.537367086571664
BlackCoast,5,0.06940058811767046,9.121979413923881,0.06289488303706756,4.211979413923881,0.07719515112858484,3.0419794139238787,0,0,0,0,0,0
Tallil,1,0.0799803493233428,1.5132047167597051,0.01517181045933731,-0.7167952832402952,0.011606576292560407,-0.4867952832402952,0.039626760177658905,-0.41679528324029513,0,0,0,0
Yehorivka,4,0.07462389935018596,4.227367086571661,0.08559374099109195,5.257367086571664,0.06699639388059299,1.2573670865716626,0.045688694988998156,1.6473670865716676,0,0,0.14883219319760319,3.3273670865716714
Sumari,4,0.04603118389715641,3.817367086571675,0.03824206555568518,2.6273670865716623,0.06379216101280845,2.30736708657167,0.1384842339797889,2.3273670865716642,0.09512127959731334,2.897367086571667,0,0
Logar,3,0.012594665294445003,-0.027563901606667968,0.023473158627670864,0.032436098393332474,0,0,0.05440193065396855,2.7324360983933342,0.07917878578568256,1.95243609839334,0,0
Kokan,3,0.022769889614933696,-0.05756390160666766,0.047510688224964535,0.5124360983933351,0.013646358284118268,-0.6875639016066675,0,0,0.2040044351925049,1.5524360983933339,0,0
Chora,2,0.038755648769595946,0.11599449931422443,0.013302902237433408,-0.6940055006857754,0.061416374392251234,0.04599449931422492,0,0,0.012715573357844082,-0.8740055006857756,0,0
Mestia,2,0.05066197532307058,0.9659944993142242,0.06586374325106173,1.0859944993142245,0.05476817963805147,-0.10400550068577538,0.14120166333959666,0.25599449931422447,0,0,0,0
FoolsRoad,2,0.057930981261115254,1.1659944993142244,0.048844518579678316,0.6359944993142244,0.006397524297358922,-0.9340055006857757,0,0,0,0,0.29570892244287245,1.655994499314225
Narva,1,0.008213549356747875,-0.5967952832402952,0.05205066756276301,-0.006795283240295089,0.007627040992738957,-0.9067952832402951,0.005886786085866475,-0.9367952832402952,0,0,0.33287570838943237,-0.05679528324029512
Fallujah,5,0.024841986948497163,4.231979413923872,0.0686088805738322,6.75197941392387,0.039118406548542255,2.87197941392387,0,0,0.09893345712926169,2.991979413923871,0,0
Belaya,2,0.0747152931775363,1.1159944993142248,0.040066666959474355,-0.27400550068577534,0.0014597526192683845,-0.9640055006857753,0,0,0,0,0,0
Anvil,2,0.07212936854585034,1.575994499314224,0.049223362151685726,0.6159944993142246,0.057405252878099576,-0.024005500685775755,0,0,0,0,0,0
Mutaha,5,0.05919720238858655,6.381979413923869,0.0758395647206279,4.49197941392387,0.05897450382235858,3.221979413923873,0.07922468066382304,2.771979413923871,0,0,0,0
Kamdesh,1,0.05153013416154597,0.42320471675970484,0.06951475493828996,0.3532047167597048,0.04143808287819177,-0.3967952832402951,0.10425693031935898,-0.4067952832402951,0.008191890641182222,-0.9467952832402942,0,0
AlBasrah,3,0.06709691504984637,2.9024360983933315,0.01880006002209876,-0.5475639016066665,0.07181439042720847,1.2624360983933354,0,0,0.14543020632867568,1.3824360983933324,0,0
Kohat,2,0.005530720128315341,-0.7540055006857755,0.035317899118858485,0.24599449931422443,0.060841797766589364,0.2959944993142245,0,0,0.052913040811739386,-0.42400550068576903,0,0
Skorpo,5,0.07596729317905555,5.711979413923871,0.04685160205004073,4.521979413923873,0.0867097854966474,4.98197941392387,0.03959911873411506,2.7619794139238723,0,0,0,0
GooseBay,2,0.05568225835903685,0.7459944993142245,0.0125162991271364,-0.7540055006857755,0.014236725121631278,-0.8940055006857752,0,0,0,0,0,0
Manic,3,0.07845042733682918,3.5224360983933316,0.06803164900754716,1.3724360983933377,0.09307684261071056,1.9724360983933396,0.13957357228706216,2.0724360983933323,0,0,0,0
LashkarValley,1,0.03997849001505065,0.3932047167597048,0.07663333639614867,0.9132047167597048,0.08190181498800245,0.0432047167597048,0.09958511963907649,-0.09679528324029515,0.10499389178252795,-0.3967952832402951,0,0
Gorodok,4,0.009726342258928659,0.0673670865716631,0.061327649149955386,3.5373670865716633,0.013927027718213416,-0.5226329134283367,0,0,0.19851743937326816,1.7373670865716668,0.18931847078776842,2.227367086571664
BlackCoast,5,0.023105049488525816,3.331979413923877,0.06848008864064986,5.971979413923874,0.03709239305238809,2.811979413923872,0,0,0,0,0,0
Tallil,1,0.05367374848764955,0.4132047167597048,0.014410897972639461,-0.7167952832402951,0.08819774768389192,0.05320471675970481,0.054315298878284145,-0.42679528324029514,0,0,0,0
Yehorivka,4,0.07141687695768091,4.627367086571667,0.005089545131757854,-0.6126329134283368,0.046157837770929216,1.687367086571666,0.1434706654190596,1.1373670865716627,0,0,0.14630822724916426,0.7673670865716631
Sumari,4,0.0008717036528278408,-0.7926329134283374,0.07244112040500805,3.0873670865716623,0.08376738818117513,2.417367086571663,0.017014451289588246,0.11736708657166292,0.12961389265348633,3.1173670865716634,0,0
Logar,3,0.05979677051740278,0.4124360983933324,0.002089777323257653,-0.8475639016066676,0,0,0.22559226028800372,3.6024360983933343,0.09503553933470787,0.772436098393332,0,0
Kokan,3,0.03880816484391484,0.47243609839333234,0.036112319908765164,0.6024360983933323,0.01810463987020033,0.10243609839333231,0,0,0.13716933809727241,1.6024360983933348,0,0
Chora,2,0.08861370824730262,1.1159944993142243,0.08093414480424706,1.265994499314227,0.07715459339614601,1.0959944993142245,0,0,0.09845371921395234,0.24599449931422443,0,0
Mestia,2,0.06511476976341538,0.24599449931422443,0.08338784364497134,1.335994499314227,0.03010508546049543,-0.25400550068577554,0.02530794891751777,-0.7540055006857755,0,0,0,0
FoolsRoad,2,0.000543292329156439,-0.9940055006857753,0.036661802863020065,-0.014005500685775316,0.029068884320203575,0.24599449931422443,0,0,0,0,0.09306103679439295,-0.3140055006857754
Narva,1,0.04902189653753388,-0.386795283240295,0.022376300153558116,-0.5967952832402952,0.03652864635140514,0.05320471675970481,0.13967086670791995,0.153204716759705,0,0,0.2724378599947419,-0.05679528324029512
Fallujah,5,0.04033992668712,1.5219794139238723,0.020723023681855805,0.751979413923872,0.0876729876216158,2.941979413923871,0,0,0.08565172285953922,3.2619794139238705,0,0
Belaya,2,0.07108359589253728,0.4159944993142244,0.028735785952994062,-0.22400550068577527,0.05516310615431593,0.24599449931422443,0,0,0,0,0,0
Anvil,2,0.005071815386739295,-0.9640055006857753,0.08236882321633743,1.6159944993142268,0.07012773545500889,0.7559944993142245,0,0,0,0,0,0
Mutaha,5,0.08884452356087048,5.4319794139238695,0.0797565776544669,6.33197941392387,0.02141617517640156,1.491979413923874,0.02767091773944884,1.4319794139238726,0,0,0,0
Kamdesh,1,0.08990572356791388,0.4132047167597048,0.027591226911523034,-0.5467952832402951,0.07517268852719906,0.5432047167597049,0.15623274438387763,0.9432047167597049,0.06462326551040255,-0.44679528324029516,0,0
AlBasrah,3,0.0038308300143060983,-0.8975639016066677,0.083469363787874,3.1024360983933326,0.06301816767697264,0.7224360983933322,0,0,0.1515390391009095,2.212436098393333,0,0
Kohat,2,0.01825246521674493,-0.5940055006857758,0.03446210871035125,0.24599449931422443,0.02251747931133267,0.24599449931422443,0,0,0.14663203762410057,0.7459944993142245,0,0
Skorpo,5,0.04200942917734041,1.5119794139238707,0.05627622427911443,3.3419794139238714,0.03254775606597374,1.861979413923879,0.04048805889482588,1.7919794139238754,0,0,0,0
GooseBay,2,0.06478793871226673,0.24599449931422443,0.04103420957105741,0.24599449931422443,0.03656676226119292,-0.2340055006857755,0,0,0,0,0,0
Manic,3,0.019447338285398443,-0.6875639016066675,0.024125346790154427,-0.19756390160666745,0.003493322585702377,-0.8775639016066676,0.0423630382299085,0.18243609839333239,0,0,0,0
LashkarValley,1,0.06394210947264567,-0.08679528324029515,0.0010630004430519982,-0.936795283240295,0.05587283291309287,0.05320471675970481,0.0796355597056333,-0.06679528324029513,0.014194447693723824,-0.9467952832402952,0,0
Gorodok,4,0.06648569217347722,2.267367086571663,0.07734620838477341,3.267367086571663,0.09088211884173093,1.627367086571665,0,0,0.07708699791190543,0.197367086571663,0.07906782523290493,1.157367086571663
BlackCoast,5,0.04940535060530146,1.9619794139238784,0.02864253109099767,1.4419794139238729,0.036581322906215484,1.861979413923879,0,0,0,0,0,0
Tallil,1,0.07250737837367023,-0.006795283240295089,0.0035842423873734004,-0.7167952832402951,0.05126790976104596,0.05320471675970481,0.06456536190611308,-0.43679528324029515,0,0,0,0
Yehorivka,4,0.0013155769821139199,-0.862632913428337,0.07681801803524722,3.4873670865716617,0.02297039716257365,1.137367086571663,0.18145879193716308,3.697367086571666,0,0,0.13694855378695614,1.237367086571663
