map,neighbor,p RAAS,RAAS,p AAS,AAS,p inv,Invasion,p tc,TC,p ins,Insurgency,p des,Destruction
Sumari,4,0.05344864120482991,2.5173670865716655,0.013586766203913943,1.2673670865716637,0.046903596250660824,1.9973670865716977,0.008415547749522273,4.337367086571671,0.05664275022610058,4.6273670865716685,0,0
Logar,3,0.09402926546609111,4.442436098393333,0.04303399512462186,1.3024360983933339,0,0,0.11939577765577554,2.1724360983933346,0.1778991093472265,2.9824360983933333,0,0
Kokan,3,0.080739910582364,5.042436098393344,0.03399796754310123,1.202436098393334,0.06235088805872204,0.772436098393332,0,0,0.1664703292386417,1.7524360983933363,0,0
Chora,2,0.03932112418606965,0.7659944993142245,0.08070814313766347,2.295994499314225,0.041727251783437266,0.5159944993142245,0,0,0.05029750511365039,-0.5840055006857754,0,0
Mestia,2,0.04098219376531977,0.6259944993142246,0.07952877476946314,1.9759944993142333,0.020353274026531514,-0.024005500685775755,0.1050271280034943,0.6459944993142244,0,0,0,0
FoolsRoad,2,0.08075694801722767,3.005994499314226,0.02693507192289747,-0.15400550068577498,0.044380458235174114,0.22599449931422486,0,0,0,0,0.04628317808703073,1.4159944993142244
Narva,1,0.053907340034368936,1.073204716759705,0.060874659321941964,0.8032047167597054,0.09969596514460531,1.083204716759705,0.0811334632221783,0.20320471675970528,0,0,0.15705961792802667,-0.01679528324029486
Fallujah,5,0.07436470078794939,8.071979413923874,0.053187971435535567,7.001979413923873,0.07376601624146079,3.20197941392387,0,0,0.11632817167703849,8.001979413923877,0,0
Belaya,2,0.09611275363981772,3.3259944993142243,0.056189952348536125,1.5459944993142276,0.011913774924769565,-0.3940055006857761,0,0,0,0,0,0
Anvil,2,0.03643939710639721,1.675994499314225,0.06444169166258486,1.7959944993142296,0.027196012104491425,-0.21400550068577548,0,0,0,0,0,0
Mutaha,5,0.009694975506895942,6.831979413923884,0.03842992000184989,7.061979413923872,0.01867784255532217,2.3319794139239036,0.09037787753081876,1.381979413923875,0,0,0,0
Kamdesh,1,0.07330928297263427,2.5732047167597045,0.039181622235664154,0.16320471675970458,0.02633117580912993,-0.20679528324029525,0.10425227453522347,0.7432047167597047,0.03706465826521405,-0.7167952832402951,0,0
AlBasrah,3,0.06480081947823144,2.282436098393352,0.020979191336655264,0.5724360983933356,0.047142909286824235,2.3624360983933315,0,0,0.10242687980299196,0.7324360983933325,0,0
Kohat,2,0.004652988515405448,-0.6540055006857679,0.01987098079300886,-0.15400550068577543,0.017858666973004825,-0.10400550068577538,0,0,0.056514693902620074,-0.5340055006857753,0,0
Skorpo,5,0.006228348996409896,1.5819794139238805,0.05546037799853506,4.841979413923887,0.024996217496026384,2.6219794139238726,0.001317312914692395,4.94197941392388,0,0,0,0
GooseBay,2,0.0059552518453904095,-0.07400550068577536,0.08045854336167885,2.2159944993142275,0.07467481589089328,0.9959944993142305,0,0,0,0,0,0
Manic,3,0.04096647385196808,1.0724360983933323,0.020788761610132447,0.1424360983933339,0.08068034028707416,1.9024360983933437,0.043660184664609844,1.522436098393332,0,0,0,0
LashkarValley,1,0.015883351155769478,-0.5867952832402952,0.036272512174314125,0.08320471675970495,0.0749473110200532,0.35320471675970455,0.07869808395424366,0.7332047167597051,0.19009446695832222,0.07320471675970505,0,0
Gorodok,4,0.006918377691176729,3.6773670865716657,0.03339957600537017,2.547367086571665,0.09210136433031542,2.717367086571664,0,0,0.04626143546819403,-0.3026329134283372,0.26983810072162867,2.667367086571664
BlackCoast,5,0.01609208561582817,8.621979413923881,0.0048506548253318465,3.3219794139238816,0.0503297307583638,3.0419794139238787,0,0,0,0,0,0
Tallil,1,0.046863684452983195,1.1432047167597053,0.07238660711463275,1.2332047167597049,0.032682560499731464,-0.4867952832402952,0.18611498279549618,2.5832047167597043,0,0,0,0
Yehorivka,4,0.058532085126871594,4.577367086571661,0.0654362590725668,6.257367086571664,0.03128982832340807,1.7473670865716677,0.1816073669739454,3.067367086571668,0,0,0.2404630303148863,3.3273670865716714
Sumari,4,0.03540017894104325,2.2273670865716753,0.06630092801180394,3.627367086571664,0.0715164775367292,3.2773670865716698,0.14171041590183195,2.8173670865716645,0.12730443526257476,4.697367086571667,0,0
Logar,3,0.04073858473307943,0.972436098393332,0.003948187999235758,-0.4675639016066675,0,0,0.0071986403652149564,-0.037563901606665534,0.025048505227832963,-0.35756390160665963,0,0
Kokan,3,0.07763463309410652,2.202436098393333,0.048651734899017765,0.5124360983933351,0.010192744375143349,-0.19756390160666745,0,0,0.13687213080123917,1.2324360983933338,0,0
Chora,2,0.04297376095484484,0.5659944993142243,0.02386477856343549,-0.19400550068577535,0.02783714434062832,-0.414005500685775,0,0,0.0837061662620656,-0.01400550068577576,0,0
Mestia,2,0.010358102464699908,-0.5240055006857758,0.0043320510813358365,-0.9140055006857755,0.06616939084624247,0.3959944993142246,0.02552197379222298,-0.7440055006857755,0,0,0,0
FoolsRoad,2,0.07793646779163936,1.1659944993142244,0.0689944292218843,1.0559944993142243,0.03745309282212588,0.06599449931422427,0,0,0,0,0.36645529545822136,1.465994499314228
Narva,1,0.0776373097954528,1.063204716759705,0.0671429207589232,0.6332047167597046,0.02513196643041641,-0.41679528324029513,0.16399027611218664,0.5632047167597047,0,0,0.10460553256254759,-0.9567952832402951
Fallujah,5,0.034537855714641276,3.421979413923874,0.0324520708414873,4.961979413923869,0.07911674635669007,3.3519794139238703,0,0,0.14253248822231288,4.851979413923871,0,0
Belaya,2,0.047319611082592646,0.6259944993142248,0.016908080580628978,-0.7440055006857753,0.06266826947580455,0.5159944993142247,0,0,0,0,0,0
Anvil,2,0.008894298548948753,-0.9140055006857757,0.05267395203929845,0.6159944993142246,0.05543120779481704,0.4759944993142242,0,0,0,0,0,0
Mutaha,5,0.029183041970604232,4.6819794139238695,0.037293735099641706,4.881979413923871,0.054049960873831016,3.221979413923873,0.03270856380140227,2.321979413923871,0,0,0,0
Kamdesh,1,0.02657040654417777,-0.2867952832402949,0.07489385495389644,0.613204716759705,0.03958092985563269,-0.3967952832402951,0.17225105902030988,1.513204716759705,0.04881327096800862,-0.4767952832402942,0,0
AlBasrah,3,0.07308268454886509,2.9024360983933315,0.020682547958325623,-0.04756390160666643,0.08606657012354046,2.2224360983933353,0,0,0.07053741350814274,1.3024360983933323,0,0
Kohat,2,0.03475214373927275,0.16599449931422391,0.03530314760901106,0.07599449931422472,0.0833355018522965,0.7359944993142244,0,0,0.13198780622123268,1.025994499314231,0,0
Skorpo,5,0.06607636694725744,6.521979413923871,0.06540319844103068,5.011979413923873,0.030856395762844258,4.98197941392387,0.05585056498229978,1.801979413923878,0,0,0,0
GooseBay,2,0.07882334530560312,1.2459944993142245,0.05296658721076982,0.24599449931422443,0.02062879387898833,-0.8940055006857752,0,0,0,0,0,0
Manic,3,0.054826161019225245,1.4424360983933329,0.06594755127999213,1.8824360983933457,0.03899423818302487,1.48243609839334,0.01601453537784744,0.15243609839333236,0,0,0,0
LashkarValley,1,0.01389965725742558,-0.6067952832402952,0.03968552624061513,-0.08679528324029515,0.04744588536554179,0.0432047167597048,0.11963390602639783,0.5132047167597049,0.1694447749866194,1.0232047167597047,0,0
Gorodok,4,0.016433159711538952,0.5173670865716631,0.07028397926180595,3.3973670865716636,0.027791588663630663,-0.5226329134283367,0,0,0.06375300853997104,0.977367086571667,0.35350257256149764,2.2273670865716637
BlackCoast,5,0.015684003049265587,2.831979413923877,0.033482256588436905,4.091979413923875,0.04437217676042563,2.811979413923872,0,0,0,0,0,0
Tallil,1,0.05160187091292797,0.6132047167597046,0.04566967500252084,0.06320471675970471,0.007863320630676202,-0.44679528324029516,0.1506297625270452,1.033204716759705,0,0,0,0
Yehorivka,4,0.08563635587278756,5.827367086571668,0.0731188063569029,4.227367086571665,0.08349759807097033,1.6873670865716695,0.11449030209324093,2.457367086571665,0,0,0.04739474323150994,0.24736708657166392
Sumari,4,0.09217749416223182,4.987367086571675,0.016754911084337465,3.167367086571664,0.10142508205056314,3.777367086571675,0.11402236238203649,2.927367086571664,0.11347136005256374,5.697367086571667,0,0
Logar,3,0.013868152100763044,-0.4475639016066679,0.07715191394518119,3.972436098393341,0,0,0.11956322519332452,0.7124360983933347,0.13987679508388007,2.572436098393341,0,0
Kokan,3,0.029842662729198343,-0.06756390160666667,0.022082490280181565,0.012436098393335135,0.0934274251898733,1.7624360983933376,0,0,0.043513014305895506,-0.5575639016066665,0,0
Chora,2,0.020546339814926692,-0.4340055006857757,0.05277174222827208,0.8059944993142247,0.018156275808459094,-0.414005500685775,0,0,0.12410344536464941,0.4259944993142242,0,0
Mestia,2,0.07284048753106909,1.4759944993142242,0.06312259904594866,1.5859944993142259,0.07347498419796054,-0.02400550068577531,0.14233361312368054,0.8159944993142245,0,0,0,0
FoolsRoad,2,0.008595999728324777,-0.7940055006857756,0.008922098385568894,-0.4040055006857757,0.08272218825366726,1.0659944993142243,0,0,0,0,0.11126663284558795,1.4059944993142315
Narva,1,0.0035472117614612675,-0.886795283240295,0.028891586899369482,-0.3267952832402954,0.020543864866838398,-0.41679528324029513,0.15012567459192985,1.0432047167597047,0,0,0.30543990920813363,0.23320471675970508
Fallujah,5,0.09255875556934871,6.311979413923874,0.04870983778204257,4.961979413923869,0.00582745795032483,3.36197941392387,0,0,0.08299316255622474,4.851979413923871,0,0
Belaya,2,0.06582090746311595,1.1859944993142264,0.04155222848024087,0.7559944993142247,0.03577385187216042,0.01599449931422467,0,0,0,0,0,0
Anvil,2,0.02370160142480692,-0.36400550068577564,0.0824155669085213,1.6159944993142268,0.04367837357627,0.4759944993142242,0,0,0,0,0,0
Mutaha,5,0.014998767946482187,0.5919794139238701,0.04604014567060104,4.881979413923871,0.011626889013488203,3.221979413923873,0.15097701712952902,3.7319794139238756,0,0,0,0
Kamdesh,1,0.015877661770167546,-0.7367952832402949,0.05575574522851359,0.613204716759705,0.010950671791709613,-0.3967952832402951,0.00727803472007558,-0.9567952832402951,0.05114798862546318,-0.4767952832402942,0,0
AlBasrah,3,0.009319256885269253,-0.3475639016066685,0.08517094089529599,2.952436098393333,0.0010362981263755055,2.2224360983933353,0,0,0.12486559940681057,1.7624360983933367,0,0
Kohat,2,0.013820328481333789,-0.41400550068577613,0.02372103755763373,-0.22400550068577504,0.014096938688308157,0.7359944993142244,0,0,0.030781907746200418,-0.894005500685769,0,0
Skorpo,5,0.018747153165217488,6.581979413923872,0.04414946771473652,6.511979413923873,0.019063415435483316,4.48197941392387,0.05846495659675681,1.8019794139238843,0,0,0,0
GooseBay,2,0.057933149894811374,0.8059944993142245,0.039433674032970996,0.24599449931422443,0.07459968074763111,1.1059944993142248,0,0,0,0,0,0
Manic,3,0.036260035441229604,0.582436098393333,0.06403715440741148,1.8824360983933537,0.07294788989353256,1.48243609839334,0.04063089514358946,0.15243609839333236,0,0,0,0
LashkarValley,1,0.10477353882417376,1.8932047167597135,0.04860588354117474,0.23320471675970508,0.020979735751595497,0.0432047167597048,0.14040995160407987,0.5132047167597049,0.14664902411165368,0.0532047167597047,0,0
Gorodok,4,0.10174075423303501,9.217367086571663,0.008122882069844323,1.3973670865716636,0.09724325105711025,1.4773670865716633,0,0,0.1425977027466587,1.887367086571674,0.2427023848256057,3.167367086571664
BlackCoast,5,0.059196947914709724,4.4719794139238775,0.05111539434347847,5.061979413923876,0.09863727745445607,2.811979413923872,0,0,0,0,0,0
Tallil,1,0.079645280402931,1.1132047167597046,0.060215291086607704,0.5432047167597047,0.020560808633786534,-0.44679528324029516,0.05753502923268799,-0.406795283240295,0,0,0,0
Yehorivka,4,0.06418751275539258,6.627367086571667,0.03125740841206732,4.227367086571665,0.08322763964040626,1.687367086571673,0.018659240282309857,1.497367086571665,0,0,0.07793725708441963,0.7073670865716639
Sumari,4,0.05949778984218662,4.257367086571676,0.002670528170738349,-0.03263291342833671,0.06819736128509449,3.2373670865716697,0.05970044691367968,2.3273670865716642,0.04298863033065049,2.617367086571668,0,0
Logar,3,0.050174997747318956,1.472436098393332,0.06916241820274234,2.5624360983933325,0,0,0.140492726427346,2.7324360983933342,0.09956403778820333,1.9524360983933489,0,0
Kokan,3,0.08045936699617588,2.4424360983933324,0.05903213173811283,1.452436098393335,0.04141271565995226,-0.09756390160666736,0,0,0.1191774146284859,0.0524360983933336,0,0
Chora,2,0.06316879961438686,1.0759944993142243,0.009625561907464601,-0.6940055006857754,0.0855677571680748,0.4959944993142249,0,0,0.14847437012200027,0.3259944993142241,0,0
Mestia,2,0.031056975002912095,0.015994499314224225,0.013163422708247238,-0.4340055006857755,0.02379998284777513,-0.6040055006857754,0.06584693214613309,0.25599449931422447,0,0,0,0
FoolsRoad,2,0.06354353259914912,1.1659944993142244,0.0948408344383757,2.635994499314224,0.01988138454178863,-0.4340055006857757,0,0,0,0,0.04047457131488234,0.6559944993142253
Narva,1,0.09759795970017117,1.9432047167597124,0.028780642670422272,-0.2567952832402953,0.0811361272386582,0.09320471675970485,0.11868193037882394,0.06320471675970482,0,0,0.09406355960099229,-0.5267952832402951
Fallujah,5,0.0030265510551930343,2.811979413923873,0.03302979915108329,5.331979413923872,0.041292555238081396,2.62197941392387,0,0,0.03589031018993709,3.0819794139238708,0,0
Belaya,2,0.0058101663993455795,-0.8840055006857752,0.09686525040971869,2.4359944993142255,0.02428747303195912,-0.4340055006857757,0,0,0,0,0,0
Anvil,2,0.014440447230929715,-0.39400550068577567,0.0869222218549313,2.1159944993142243,0.05811275584983224,-0.024005500685775755,0,0,0,0,0,0
Mutaha,5,0.027291764553620666,4.451979413923869,0.042087382472157285,4.441979413923869,0.055809855419407764,3.091979413923873,0.14334360195386958,2.771979413923871,0,0,0,0
Kamdesh,1,0.06003514333022008,0.9132047167597048,0.03271042113539242,-0.1467952832402952,0.061935704939492374,0.0432047167597048,0.018621773236705164,-0.4067952832402951,0.035697077049157,-0.5467952832402942,0,0
AlBasrah,3,0.042462313163158065,2.422436098393332,0.07579885088528696,3.8724360983933392,0.07340886070464772,1.2624360983933354,0,0,0.11246957554914719,1.022436098393332,0,0
Kohat,2,0.08579658905971646,2.2459944993142242,0.037305825181626034,0.24599449931422443,0.0637040684215006,0.2959944993142245,0,0,0.10088431801961202,-0.1440055006857692,0,0
Skorpo,5,0.0024557199027840115,4.3019794139238705,0.0013471594409719561,-0.6180205860761274,0.037210881101167485,4.98197941392387,0.11144220730163137,2.7619794139238723,0,0,0,0
GooseBay,2,0.038036211552663284,0.7459944993142245,0.02917782171578978,0.24599449931422443,0.08304673657419574,0.6659944993142248,0,0,0,0,0,0
Manic,3,0.10015352977467669,5.022436098393332,0.02867625760353562,0.6224360983933375,0.07082529217177672,1.9724360983933484,0.0700878039735172,2.0724360983933323,0,0,0,0
LashkarValley,1,0.06656248126935373,0.8932047167597048,0.010376525092368334,-0.7867952832402949,0.0529394362092881,-0.3667952832402951,0.09726365062481745,-0.09679528324029515,0.13330370532968092,0.033204716759704794,0,0
Gorodok,4,0.0026603761123806095,-0.4326329134283369,0.017400459745775372,0.5773670865716634,0.021706645409180103,-0.08263291342833676,0,0,0.17155056099312568,2.237367086571667,0.31022989983581045,2.1973670865716644
BlackCoast,5,0.033944488733797164,3.331979413923877,0.09954829308970296,11.631979413923872,0.0013504124329519597,3.2819794139238727,0,0,0,0,0,0
Tallil,1,0.0205819010867111,-0.5867952832402952,0.08525074119965972,1.2932047167597047,0.018980318868354124,-0.9467952832402952,0.08009639621323773,-0.42679528324029514,0,0,0,0
Yehorivka,4,0.051242895273149,4.627367086571667,0.04622745118589707,2.2873670865716633,0.015393674886821125,0.777367086571666,0.09442253083023902,1.1373670865716627,0,0,0.30069068630775464,1.687367086571666
Sumari,4,0.031534137658762555,3.7573670865716817,0.029088215668496516,2.967367086571663,0.02749965778781311,1.32736708657167,0.09577174521819942,2.8273670865716642,0.12874147253650572,3.397367086571668,0,0
Logar,3,0.03367655318146003,1.472436098393332,0.01691322288863153,2.0624360983933325,0,0,0.012468773917971186,0.1624360983933348,0.13507715079126806,1.2424360983933522,0,0
Kokan,3,0.020421474191137958,0.9624360983933324,0.028315975461022533,1.6224360983933348,0.03666052394080431,-0.09756390160666736,0,0,0.1338253927880628,0.7024360983933338,0,0
Chora,2,0.06485312105912874,1.555994499314225,0.00001848758510463405,-0.6940055006857754,0.07879953266986954,0.4959944993142249,0,0,0.03359796167757473,-0.6240055006857759,0,0
Mestia,2,0.04274979333303386,1.4959944993142242,0.09783470934552907,4.565994499314224,0.03537744015800997,-0.5340055006857753,0.09120457152302885,1.0159944993142243,0,0,0,0
FoolsRoad,2,0.03807371975028303,1.1659944993142244,0.019008754420974796,0.6559944993142242,0.008563521209407064,-0.8740055006857756,0,0,0,0,0.2709774051907807,1.1259944993142252
Narva,1,0.04421895388404116,1.4432047167597126,0.022548253603485256,-0.2567952832402953,0.09048839829801224,0.593204716759705,0.08442083353627086,0.5332047167597047,0,0,0.21181324278961328,-0.5267952832402951
Fallujah,5,0.08821082467085725,2.341979413923873,0.05243576765283943,4.881979413923872,0.06270989661856718,2.20197941392387,0,0,0.1094130495692061,4.89197941392387,0,0
Belaya,2,0.014868155967515962,-0.3840055006857752,0.08308747875409862,3.4359944993142255,0.09700114880527752,0.9659944993142242,0,0,0,0,0,0
Anvil,2,0.05995506413061158,2.1059944993142246,0.008586129264327145,-0.37400550068577565,0.06812302540117646,0.4659944993142242,0,0,0,0,0,0
Mutaha,5,0.09099309991991161,5.42197941392387,0.06202005187400797,4.441979413923869,0.06973564062811108,3.091979413923873,0.13576625340993606,3.0419794139238707,0,0,0,0
Kamdesh,1,0.07419714013653077,1.913204716759713,0.06962255853312181,1.3532047167597048,0.03313128605779133,-0.44679528324029516,0.1561366095816421,0.9832047167597049,0.12590425610359937,-0.286795283240294,0,0
AlBasrah,3,0.031002828125200485,1.9324360983933404,0.04891783353849903,3.8724360983933463,0.03378625446041612,0.36243609839333546,0,0,0.12362510031434651,1.022436098393332,0,0
Kohat,2,0.03139559535972801,1.2859944993142243,0.004820382816306895,-0.25400550068577554,0.02729235648265481,-0.19400550068577546,0,0,0.10589494501224499,-0.1440055006857692,0,0
Skorpo,5,0.006450493643637811,3.8119794139238774,0.06493180848374347,-0.11802058607612739,0.0020184796383881437,4.98197941392387,0.17545716974157863,3.641979413923874,0,0,0,0
GooseBay,2,0.0780113999277886,2.7459944993142242,0.07720110097469472,2.7459944993142242,0.10154546843563078,1.1459944993142248,0,0,0,0,0,0
Manic,3,0.04800619135041357,4.522436098393332,0.07784444182390801,5.122436098393337,0.04305066117161026,1.012436098393349,0.02359604564575134,0.8224360983933339,0,0,0,0
LashkarValley,1,0.026157835538616912,0.8932047167597048,0.08226470057834942,2.713204716759705,0.02495202576236281,-0.5367952832402952,0.059717384210423385,-0.33679528324029495,0.10036160497838828,-0.45679528324029517,0,0
Gorodok,4,0.061278970202352144,3.5673670865716645,0.07510732078028359,4.5773670865716625,0.027581421031530072,-0.12263291342833679,0,0,0.0035590662288035,-0.9026329134283326,0.11766016324939291,2.6973670865716644
BlackCoast,5,0.037934998829916945,4.20197941392388,0.000767676159258028,11.631979413923872,0.05852229791380503,2.801979413923873,0,0,0,0,0,0
Tallil,1,0.030078541316266246,0.3732047167597048,0.009104575176260177,-0.20679528324029525,0.023885212723389965,-0.9467952832402952,0.07356433167774966,0.05320471675970481,0,0,0,0
Yehorivka,4,0.0459311078228048,5.107367086571667,0.06956055461705758,3.2873670865716633,0.04927575080537248,1.6673670865716677,0.09189628153744848,1.8173670865716651,0,0,0.0915371332213649,2.2373670865716666
Sumari,4,0.07727214152865954,5.177367086571682,0.05796341046984356,2.467367086571663,0.05695788211645697,1.8273670865716767,0.11001817117311677,3.167367086571665,0.08551431233007106,4.397367086571668,0,0
Logar,3,0.04841707162258182,2.632436098393333,0.09572484221152211,4.862436098393337,0,0,0.04485715580602413,0.1624360983933348,0.07499119368832988,-0.07756390160664803,0,0
Kokan,3,0.07027407405413497,3.212436098393332,0.011552597730873025,0.8724360983933355,0.05212148761125401,0.0824360983933323,0,0,0.09546394433802854,0.5024360983933336,0,0
Chora,2,0.0794724415496414,3.0559944993142247,0.0757719376044504,3.0559944993142247,0.058958976870123705,0.2459944993142247,0,0,0.20500659528816284,0.8759944993142241,0,0
Mestia,2,0.022786140004807765,0.5259944993142243,0.07773094635679367,4.565994499314224,0.03888126397283552,-0.03400550068577532,0.13705568647887617,1.0159944993142243,0,0,0,0
FoolsRoad,2,0.06315787964801106,2.165994499314224,0.014462862554026948,-0.004005500685775987,0.005452733581826658,-0.8740055006857756,0,0,0,0,0.3371534778168232,1.6159944993142277
Narva,1,0.008200233696359915,-0.5167952832402873,0.032492202684982444,0.21320471675970462,0.03933436658072608,-0.15679528324029476,0.014126298113257335,-0.9567952832402953,0,0,0.32292807546285224,-0.5267952832402951
Fallujah,5,0.0052055062436115185,2.341979413923873,0.051910271925698255,4.881979413923872,0.07018392403117062,2.20197941392387,0,0,0.10883002352966444,5.941979413923871,0,0
Belaya,2,0.07233905152411003,2.1159944993142243,0.02365330133106625,1.5659944993142285,0.0013699298451833864,-0.7840055006857756,0,0,0,0,0,0
Anvil,2,0.038797015907816416,1.1859944993142246,0.058619679318529405,2.3459944993142248,0.0805942904924823,0.6159944993142243,0,0,0,0,0,0
Mutaha,5,0.0616389639950322,5.871979413923871,0.07039982066988092,5.81197941392387,0.07497226088810031,2.2519794139238734,0.06259603844104458,3.531979413923872,0,0,0,0
Kamdesh,1,0.04997375660855122,0.9732047167597138,0.04347297600869225,1.3532047167597048,0.04962793961756095,-0.06679528324029524,0.06368087904285984,-0.5167952832402951,0.013308135935356152,-0.786795283240294,0,0
AlBasrah,3,0.04532157460419984,1.5824360983933419,0.07016933096396054,4.3724360983933455,0.07685397035708467,1.2524360983933354,0,0,0.03433099617534974,-0.4175639016066679,0,0
Kohat,2,0.0666737105725625,2.215994499314225,0.0396525674981172,1.7559944993142296,0.02507464004440226,-0.5440055006857754,0,0,0.1411502142352224,0.3559944993142308,0,0
Skorpo,5,0.0501601721474021,3.8119794139238845,0.01268664153501974,-0.21802058607612704,0.0789457941917446,5.361979413923871,0.07564865049249204,3.561979413923874,0,0,0,0
GooseBay,2,0.01663248755990224,-0.2140055006857757,0.015233041773994815,1.4859944993142298,0.0012342904853170494,-0.704005500685775,0,0,0,0,0,0
Manic,3,0.000041592414789589534,-0.9575639016066684,0.033047847468102985,3.332436098393339,0.06925690041010733,1.7724360983933518,0.13816166740993202,1.3124360983933339,0,0,0,0
LashkarValley,1,0.044425834398868054,0.8932047167597048,0.02175471927027325,0.8932047167597059,0.05505573629325046,-0.1767952832402949,0.1310733961347634,0.663204716759705,0.16847562078382022,0.5432047167597047,0,0
Gorodok,4,0.04004563369617402,3.5673670865716662,0.08478400553898616,5.337367086571662,0.07357522679682106,1.9873670865716695,0,0,0.07292896369599464,0.09736708657166734,0.1635355948258841,3.317367086571664
BlackCoast,5,0.0742933907721468,4.68197941392388,0.017031625758985737,11.041979413923872,0.02249204736607465,2.4019794139238737,0,0,0,0,0,0
Tallil,1,0.019608578283426603,-0.09679528324029515,0.07984051085936811,2.643204716759704,0.03864209190419009,-0.3567952832402951,0.11411665627572513,0.05320471675970481,0,0,0,0
Yehorivka,4,0.04526274916721041,4.677367086571667,0.01204486046683212,3.727367086571663,0.03041424654328726,1.1773670865716679,0.10866540063190851,1.8073670865716713,0,0,0.17015069174478858,2.237367086571666
Sumari,4,0.052596431407258934,4.677367086571682,0.07576604041295312,3.467367086571663,0.006504359337352601,0.207367086571677,0.08059084994404388,3.167367086571665,0.09834260796262326,3.8973670865716765,0,0
Logar,3,0.06861202779570764,3.8724360983933375,0.05543641083357988,4.332436098393337,0,0,0.0663774228649417,0.6624360983933348,0.12989821223709527,1.9124360983933604,0,0
Kokan,3,0.024826134235900126,1.142436098393333,0.03928244077074043,0.8724360983933355,0.05740810736379971,0.5824360983933323,0,0,0.14315673062704423,2.4824360983933342,0,0
Chora,2,0.06840033299723786,2.795994499314225,0.04935575691406877,3.0559944993142247,0.07056488594775766,1.2259944993142247,0,0,0.15342001274336334,1.8159944993142296,0,0
Mestia,2,0.01969513875317209,0.01599449931422467,0.003324552104001623,4.265994499314225,0.04235777230080789,-0.03400550068577532,0.08088688077378486,0.06599449931422427,0,0,0,0
FoolsRoad,2,0.08367559176250924,2.8559944993142246,0.042524041416012445,1.2859944993142238,0.036353867530206356,0.05599449931422426,0,0,0,0,0.29230150716663206,1.1359944993142284
Narva,1,0.03462876185387407,0.24320471675971242,0.047009548882973644,1.243204716759705,0.047883201452847884,-0.15679528324029476,0.1412908244467108,0.5432047167597047,0,0,0.2316476502528784,-0.5267952832402951
Fallujah,5,0.02644492832178001,3.6219794139238735,0.09563164803576135,4.641979413923872,0.04406817936490588,2.70197941392387,0,0,0.06218958534570662,6.381979413923871,0,0
Belaya,2,0.03734913565747355,1.045994499314225,0.07252430342157531,3.025994499314229,0.07941999244529957,1.1159944993142243,0,0,0,0,0,0
Anvil,2,0.025527875691166234,0.43599449931422485,0.022431239068105097,1.955994499314231,0.06099307986305268,1.0859944993142243,0,0,0,0,0,0
Mutaha,5,0.022048330544621478,3.6419794139238704,0.01229370978049229,5.81197941392387,0.018314890498030482,2.2519794139238734,0.0454072998297912,2.1819794139238713,0,0,0,0
Kamdesh,1,0.05524458224245916,0.9732047167597138,0.05171723043179266,1.8132047167597098,0.014109708184236807,-0.4667952832402952,0.12419246043179585,0.46320471675970487,0.06479351327767469,-0.296795283240294,0,0
AlBasrah,3,0.006125691715672417,-0.277563901606658,0.008907807871003318,3.962436098393352,0.010828570555978878,0.32243609839333587,0,0,0.04391982988308093,-0.4175639016066679,0,0
Kohat,2,0.07232167452978581,2.5259944993142245,0.019687620272850623,1.755994499314235,0.012963666797814221,-0.04400550068577533,0,0,0.09735445085815254,0.3559944993142308,0,0
Skorpo,5,0.031122841356007007,3.3419794139238856,0.0786984507233702,0.23197941392387286,0.04002105364430647,5.361979413923871,0.1343917352474314,4.291979413923875,0,0,0,0
GooseBay,2,0.05252275954271838,1.6559944993142242,0.012661765919974997,1.0659944993142298,0.06851112724220772,0.6759944993142248,0,0,0,0,0,0
Manic,3,0.08361303675691857,3.8924360983933357,0.016848506016323768,2.2724360983933405,0.042441305938578235,0.9824360983933536,0.11072678672795144,1.3124360983933339,0,0,0,0
LashkarValley,1,0.0454621381991356,0.42320471675970484,0.06576996739060599,2.633204716759706,0.06795989406234702,0.28320471675970504,0.0703344413436012,-0.12679528324029476,0.0968873678960223,0.04320471675970469,0,0
Gorodok,4,0.07218615682826711,4.067367086571666,0.03044083030429783,5.337367086571662,0.07590625329342186,1.107367086571671,0,0,0.1100376891692369,1.2073670865716675,0.14662889649762234,3.4473670865716644
BlackCoast,5,0.04895936442488371,5.51197941392388,0.09644282844492401,11.041979413923872,0.08110012165089181,2.8719794139238735,0,0,0,0,0,0
Tallil,1,0.06655283640272688,1.4232047167597055,0.022158134783208584,1.4032047167597073,0.06458458597500558,0.11320471675970487,0.005780868030379633,-0.8767952832402951,0,0,0,0
Yehorivka,4,0.002084228980724147,-0.3226329134283308,0.08108716620138401,3.767367086571668,0.057705376551150475,0.7073670865716679,0.14002043035956788,2.2873670865716713,0,0,0.10708203507736334,2.3773670865716667
Sumari,4,0.05053778327080534,1.8973670865716679,0.03719968512676886,2.097367086571662,0.018404002891577127,0.9473670865716632,0.09779940677535523,0.617367086571663,0.11862559841878727,3.1173670865716634,0,0
Logar,3,0.014116143345164216,-0.5875639016066676,0.018525793458765292,-0.36756390160666763,0,0,0.15501309017203246,3.602436098393336,0.19487131791810852,1.4824360983933318,0,0
Kokan,3,0.08193842044229481,2.972436098393332,0.0035709937951772853,-0.8075639016066676,0.06280372750794055,1.1024360983933323,0,0,0.045740369760878544,1.7324360983933362,0,0
